,000,001,010,011,100,101,110,111
000,0,1,1,0,1,0,0,0
001,1,0,0,1,0,1,0,0
010,1,0,0,1,0,0,1,0
011,0,1,1,0,0,0,0,1
100,1,0,0,0,0,1,1,0
101,0,1,0,0,1,0,0,1
110,0,0,1,0,1,0,0,1
111,0,0,0,1,0,1,1,0
